1.713409098371853831e-02,-2.167146767039660957e-03
1.586616847806232578e-02,-4.452970472468915415e-05
1.679997680960870418e-02,-1.528888680803793931e-03
1.639342910107690829e-02,-8.972201375272881741e-04
1.713409098371853484e-02,-2.167146767039682641e-03
1.710347442267180426e-02,-2.507576639146963295e-03
1.683473580541757983e-02,-1.787374219892384677e-03
1.683465043946409320e-02,-1.800995563049756238e-03
1.494598005247659012e-02,1.362378124646065197e-03
1.639342910107690482e-02,-8.972201375272922941e-04
1.708669717054419127e-02,-2.168903564462374214e-03
1.683473580541758330e-02,-1.787374219892356921e-03
1.586616847806232231e-02,-4.452970472467320960e-05
1.636014306441477620e-02,-7.181357017949329931e-04
1.714195917531036173e-02,-2.688646065570197540e-03
1.636818873087030751e-02,-3.091409269151686873e-03
1.711303661804660162e-02,-2.537247770520286317e-03
1.705890015719217431e-02,-2.012526640649757795e-03
1.687817760961023844e-02,-2.322850785675195911e-03
1.708678339815887168e-02,-2.155145882590826182e-03
1.683465043946407932e-02,-1.800995563049726965e-03
1.708678339815886127e-02,-2.155145882590825315e-03
1.713409098371853484e-02,-2.167146767039667896e-03
1.660264704427774976e-02,-1.581147873093510011e-03
1.683473580541757983e-02,-1.787374219892364727e-03
1.562716544415794148e-02,2.529455161254849866e-04
1.683473580541757636e-02,-1.787374219892366245e-03
1.713409098371853484e-02,-2.167146767039664426e-03
1.683465043946410014e-02,-1.800995563049750817e-03
1.679997680960870071e-02,-1.528888680803804773e-03
1.622330132708284592e-02,-6.168264465695429610e-04
1.683465043946409667e-02,-1.800995563049731518e-03
1.714195917531035826e-02,-2.688646065570221826e-03
1.712562346843230290e-02,-2.723272929075508907e-03
1.639342910107691870e-02,-8.972201375273053045e-04
1.679997680960870071e-02,-1.528888680803791979e-03
1.713409098371852096e-02,-2.167146767039669197e-03
1.713409098371852443e-02,-2.167146767039666595e-03
1.623163874568945078e-02,-5.866488690213437617e-04
1.683465043946408279e-02,-1.800995563049738457e-03
1.705890015719218125e-02,-2.012526640649755193e-03
9.278537141077534967e-03,9.239871340107872616e-03
1.679989387330693348e-02,-1.423331957534710712e-03
1.690766397673216723e-02,-1.939740751230258032e-03
1.707570355824700875e-02,-2.428601238721431362e-03
1.542585167396239021e-02,6.149407249185954386e-04
1.708669717054419127e-02,-2.168903564462364673e-03
1.679997680960869724e-02,-1.528888680803795882e-03
1.708669717054418780e-02,-2.168903564462378985e-03
1.683473580541757636e-02,-1.787374219892386195e-03
-9.354569879203912877e-03,-1.478975961888349434e-02
-8.578797628844798268e-03,-7.010262956230793943e-03
-9.340377552110274567e-03,-1.399154238232140288e-02
-6.563901379241335841e-03,2.245540810440610491e-02
-8.513767103565895653e-03,1.459035694239387785e-03
-7.527528649382933187e-03,1.509741053857863689e-02
-8.728674811510385434e-03,-9.831016123505962115e-03
-7.739979639601221291e-04,1.903447772888195583e-02
-8.558776048050666455e-03,-1.046057715203093658e-05
-6.193364861773426738e-03,2.054194063459409761e-02
-5.828104315670909301e-03,2.234892055089757537e-02
-7.880592945574995539e-03,8.245229820319621011e-03
-6.620504611548922759e-03,2.171370106071412315e-02
-8.061941348169654117e-03,6.509831015930042653e-03
-7.659843795631916851e-04,1.170907946996431817e-02
-8.956553255522905696e-03,-8.837043405874865989e-03
-7.648613463394273761e-03,1.139634133487184980e-02
-6.672544507339637186e-03,1.872061063013776699e-02
-7.159085953346391341e-03,1.984610087182317809e-02
-6.605235944806581161e-03,2.224655123865598369e-02
-8.652109465003126124e-03,-3.940135177458642390e-03
-7.697889248019494993e-03,1.232897744762959449e-02
-7.834623482447818435e-03,1.286201408794085919e-02
-7.780559104782311559e-03,1.099101425372826964e-02
-8.104837320790108171e-03,6.184311982678849379e-03
-8.678860005394367291e-03,-3.938789616941335524e-03
-9.075268786055275608e-03,-6.580379589807055542e-03
-9.226909143168607330e-03,-1.095721866560180752e-02
-7.980454931657077547e-03,7.835087572602199291e-03
-4.224090525326484359e-03,1.942460080236452918e-02
-6.552589519286947800e-03,2.245237293766502717e-02
-6.235183030546220112e-03,2.238959539057645484e-02
-7.057871791968619440e-03,1.831106091855279339e-02
-7.979817294763474206e-03,9.808169536234985497e-03
-7.435395161030853607e-03,1.435663017193263523e-02
-6.351198129883019010e-03,-6.255459905098186175e-03
-9.174589591351483761e-03,-1.103369625998185458e-02
-7.236589451153001978e-03,1.903238677953347432e-02
-5.291324814228362712e-03,1.253366036097114736e-02
-6.695713441923301611e-03,2.182756826548919865e-02
-6.791363664361282047e-03,2.103384139989397314e-02
-8.194003223148085130e-03,4.298271183008409851e-03
-6.906041740033586410e-03,2.001678153841226701e-02
-3.410450951518707776e-03,2.153961063406175866e-02
-7.014462843275004467e-03,1.859974485447884671e-02
